model,group,range_count,slots,bones,verts,tris,state_mask
pmc_hum_jen_v5,5,5,48,47,4251,5760,0x01
pmc_hum_jen_v5,6,1,1,1,1336,1573,0x01
pmc_hum_jen_v5,7,1,17,10,852,1198,0x02
pmc_hum_jen_v5,8,1,13,5,544,772,0x02
pmc_hum_jen_v5,9,1,28,20,1251,2293,0x02
pmc_hum_jen_v5,10,4,47,46,2412,2779,0x02
pmc_hum_jen_v5,11,1,1,1,1002,931,0x02
pmc_hum_jen_v5,12,1,17,10,392,577,0x04
pmc_hum_jen_v5,13,1,13,5,535,772,0x04
pmc_hum_jen_v5,14,1,28,20,637,1138,0x04
pmc_hum_jen_v5,15,4,47,46,1275,1301,0x04
pmc_hum_jen_v5,16,1,1,1,756,432,0x04
pmc_hum_jen_v5,17,1,17,10,152,183,0x08
pmc_hum_jen_v5,18,5,46,45,460,415,0x08
pmc_hum_jen_v5,19,1,28,20,270,453,0x08
pmc_hum_jen_v5,20,1,1,1,374,165,0x08
pmc_hum_fire,0,2,28,5,53,38,0x08
pmc_hum_fire,1,2,28,5,134,237,0x08
pmc_hum_fire,2,7,44,42,206,202,0x08
pmc_hum_fire,3,1,11,9,155,165,0x08
pmc_hum_fire,4,3,25,9,1034,1404,0x08
oc_hum_starter03,0,1,1,1,45,56,0x0F
oc_hum_starter03,1,1,12,8,610,733,0x0F
oc_hum_starter03,2,1,24,12,1256,2338,0x0F
oc_hum_starter03,3,1,6,2,99,115,0x0F
oc_hum_starter03,4,1,9,9,1337,1924,0x0F
oc_hum_starter03,5,4,47,45,2001,2916,0x0F
police_hum_officer_a,0,3,48,45,237,214,0x08
police_hum_officer_a,1,1,4,3,163,279,0x08
police_hum_officer_a,2,2,28,10,175,187,0x08
pmc_hum_jen_v2,0,1,1,1,43,42,0x01
pmc_hum_jen_v2,1,1,16,10,2458,3846,0x01
pmc_hum_jen_v2,2,1,29,21,3978,11982,0x01
pmc_hum_jen_v2,3,1,51,4,459,657,0x01
pmc_hum_jen_v2,4,1,12,4,768,685,0x01
pmc_hum_jen_v2,5,4,47,46,3501,11336,0x01
pmc_hum_jen_v2,6,1,2,2,1033,1348,0x01
pmc_hum_jen_v2,7,1,16,10,1327,1895,0x02
pmc_hum_jen_v2,8,1,7,2,45,42,0x02
pmc_hum_jen_v2,9,1,1,1,1033,1348,0x02
pmc_hum_jen_v2,10,2,30,21,1251,2292,0x02
pmc_hum_jen_v2,11,4,47,46,1943,5668,0x02
pmc_hum_jen_v2,12,1,16,10,678,906,0x04
pmc_hum_jen_v2,13,1,7,2,43,42,0x04
pmc_hum_jen_v2,14,1,1,1,1031,1348,0x04
pmc_hum_jen_v2,15,2,30,21,637,1137,0x04
pmc_hum_jen_v2,16,4,47,46,1053,1348,0x04
pmc_hum_jen_v2,17,0,0,1,28,28,0x04
pmc_hum_jen_v2,18,1,16,10,295,332,0x08
pmc_hum_jen_v2,19,5,46,45,489,518,0x08
pmc_hum_jen_v2,20,1,29,20,270,452,0x08
gr_hum_advisor,0,1,1,1,101,138,0x0F
gr_hum_advisor,1,1,1,1,172,281,0x0F
gr_hum_advisor,2,1,11,9,804,1326,0x0F
gr_hum_advisor,3,4,45,44,1518,4718,0x0F
gr_hum_advisor,4,2,28,23,1443,5126,0x0F
gr_hum_advisor,5,2,28,14,894,1296,0x0F
global_env_treetropical02,13,1,4,4,164,132,0x04
global_env_treetropical02,15,1,4,3,60,30,0x07
global_env_treetropical02,16,1,4,3,56,28,0x07
global_env_treetropical02,17,1,3,3,48,24,0x07
global_env_treetropical02,18,1,3,3,60,28,0x07
global_env_treetropical02,19,1,4,3,72,36,0x07
global_env_treetropical02,20,1,3,3,56,28,0x07
global_env_treetropical02,21,1,4,3,40,20,0x07
global_env_treetropical02,22,1,4,4,56,28,0x07
vz_hum_deathsquad_c,0,1,4,3,153,243,0x08
vz_hum_deathsquad_c,1,2,20,11,36,34,0x08
vz_hum_deathsquad_c,2,2,28,10,165,172,0x08
vz_hum_deathsquad_c,3,5,49,45,230,215,0x08
pmc_hum_jen_chickensuit,0,2,32,7,630,1836,0x01
pmc_hum_jen_chickensuit,1,1,13,10,936,1632,0x01
pmc_hum_jen_chickensuit,2,1,52,4,660,330,0x01
pmc_hum_jen_chickensuit,3,1,13,6,1068,972,0x01
pmc_hum_jen_chickensuit,4,5,47,46,1430,2351,0x01
pmc_hum_jen_chickensuit,5,2,48,16,3038,2458,0x01
pmc_hum_jen_chickensuit,6,1,30,21,10158,11944,0x01
pmc_hum_jen_chickensuit,7,3,23,9,1079,696,0x01
pmc_hum_jen_chickensuit,8,1,12,4,1487,685,0x01
pmc_hum_jen_chickensuit,9,2,31,21,1251,2292,0x02
pmc_hum_jen_chickensuit,10,2,27,15,331,874,0x02
pmc_hum_jen_chickensuit,11,2,27,5,660,330,0x02
pmc_hum_jen_chickensuit,12,1,13,10,517,829,0x02
pmc_hum_jen_chickensuit,13,1,13,6,1068,972,0x02
pmc_hum_jen_chickensuit,14,4,47,46,831,1160,0x02
pmc_hum_jen_chickensuit,15,2,59,23,3038,2458,0x02
pmc_hum_jen_chickensuit,16,2,31,21,637,1137,0x04
pmc_hum_jen_chickensuit,17,2,27,13,161,203,0x04
pmc_hum_jen_chickensuit,18,2,27,5,660,330,0x04
pmc_hum_jen_chickensuit,19,1,13,10,259,398,0x04
pmc_hum_jen_chickensuit,20,1,13,6,1068,972,0x04
pmc_hum_jen_chickensuit,21,4,47,46,438,569,0x04
pmc_hum_jen_chickensuit,22,2,59,27,3038,2458,0x04
pmc_hum_jen_chickensuit,23,1,30,20,270,452,0x08
pmc_hum_jen_chickensuit,24,2,27,11,63,69,0x08
pmc_hum_jen_chickensuit,25,1,13,10,136,150,0x08
pmc_hum_jen_chickensuit,26,4,47,46,199,216,0x08
oc_hum_boss,0,2,28,22,986,1828,0x0F
oc_hum_boss,1,6,47,46,1662,4916,0x0F
oc_hum_boss,2,1,12,10,1197,1918,0x0F
oc_hum_boss,3,1,2,2,169,272,0x0F
oc_hum_boss,4,1,26,17,138,249,0x0F
oc_hum_boss,5,1,16,8,96,112,0x0F
global_env_treeoak01,22,1,6,6,582,566,0x04
global_env_treeoak01,23,1,6,6,162,66,0x04
global_env_treeoak01,25,1,3,3,58,24,0x07
global_env_treeoak01,26,1,3,3,66,26,0x07
global_env_treeoak01,27,1,3,3,56,22,0x07
global_env_treeoak01,28,1,2,2,54,22,0x07
global_env_treeoak01,29,1,2,2,60,24,0x07
global_env_treeoak01,30,1,2,2,64,26,0x07
global_env_treeoak01,31,1,6,3,62,26,0x07
global_env_treeoak01,32,1,6,3,58,24,0x07
global_env_treeoak01,33,1,6,3,60,24,0x07
global_env_treeoak01,34,1,6,3,66,28,0x07
global_env_treeoak01,35,1,6,2,60,24,0x07
global_env_treeoak01,36,1,6,2,66,28,0x07
global_env_treeoak01,37,1,6,3,60,24,0x07
global_env_treeoak01,38,1,6,2,58,24,0x07
global_env_treeoak01,39,1,5,4,78,28,0x07
global_env_treeoak01,40,1,4,2,62,26,0x07
global_env_treeoak01,41,1,6,2,60,24,0x07
global_env_treeoak01,42,1,2,2,14,6,0x07
global_env_treeoak01,43,1,6,2,14,6,0x07
global_env_treeoak01,44,1,1,1,10,4,0x07
global_env_treeoak01,45,1,5,2,14,6,0x07
global_env_treeoak01,46,1,1,1,14,6,0x07
global_env_treeoak01,47,1,1,1,14,6,0x07
global_env_treeoak01,48,1,2,2,10,4,0x07
global_env_treeoak01,49,1,2,2,18,6,0x07
shanty_env_tree03,18,1,4,4,58,22,0x04
shanty_env_tree03,19,1,4,4,396,291,0x04
shanty_env_tree03,21,1,3,2,31,13,0x07
shanty_env_tree03,22,1,1,1,18,8,0x07
shanty_env_tree03,23,1,1,1,21,9,0x07
shanty_env_tree03,24,1,1,1,25,11,0x07
shanty_env_tree03,25,1,1,1,22,10,0x07
shanty_env_tree03,26,1,1,1,19,9,0x07
shanty_env_tree03,27,1,1,1,15,7,0x07
shanty_env_tree03,28,1,1,1,18,8,0x07
shanty_env_tree03,29,1,1,1,24,12,0x07
shanty_env_tree03,30,1,1,1,23,11,0x07
shanty_env_tree03,31,1,1,1,11,5,0x07
shanty_env_tree03,32,1,3,2,21,9,0x07
shanty_env_tree03,33,1,3,2,16,8,0x07
shanty_env_tree03,34,1,1,1,15,7,0x07
shanty_env_tree03,35,1,1,1,11,5,0x07
shanty_env_tree03,36,1,2,2,21,9,0x07
shanty_env_tree03,37,1,1,1,19,9,0x07
shanty_env_tree03,38,1,1,1,15,7,0x07
shanty_env_tree03,39,1,1,1,8,4,0x07
shanty_env_tree03,40,1,1,1,35,17,0x07
shanty_env_tree03,41,1,1,1,15,7,0x07
shanty_env_tree03,42,1,1,1,8,4,0x07
shanty_env_tree03,43,1,1,1,19,9,0x07
shanty_env_tree03,44,1,1,1,18,8,0x07
shanty_env_tree03,45,1,2,2,19,9,0x07
shanty_env_tree03,46,1,1,1,23,11,0x07
shanty_env_tree03,47,1,1,1,32,14,0x07
shanty_env_tree03,48,1,3,2,29,13,0x07
shanty_env_tree03,49,1,3,2,20,8,0x07
shanty_env_tree03,50,1,1,1,17,7,0x07
shanty_env_tree03,51,1,1,1,19,9,0x07
shanty_env_tree03,52,1,1,1,18,8,0x07
shanty_env_tree03,53,1,1,1,8,4,0x07
shanty_env_tree03,54,1,1,1,12,6,0x07
shanty_env_tree03,55,1,1,1,19,9,0x07
shanty_env_tree03,56,1,2,2,21,9,0x07
shanty_env_tree03,57,1,1,1,12,6,0x07
shanty_env_tree03,58,1,1,1,17,7,0x07
shanty_env_tree03,59,1,1,1,14,6,0x07
shanty_env_tree03,60,1,1,1,28,12,0x07
shanty_env_tree03,61,1,1,1,23,11,0x07
shanty_env_tree03,62,1,1,1,21,9,0x07
shanty_env_tree03,63,1,1,1,12,6,0x07
shanty_env_tree03,64,1,1,1,23,11,0x07
shanty_env_tree03,65,1,2,2,13,5,0x07
shanty_env_tree03,66,1,1,1,19,9,0x07
shanty_env_tree03,67,1,1,1,4,2,0x07
shanty_env_tree03,68,1,1,1,16,8,0x07
shanty_env_tree03,69,1,1,1,26,12,0x07
shanty_env_tree03,70,1,1,1,17,7,0x07
shanty_env_tree03,71,1,1,1,29,13,0x07
shanty_env_tree03,72,1,1,1,10,4,0x07
shanty_env_tree03,73,1,1,1,21,9,0x07
shanty_env_tree03,74,1,1,1,23,11,0x07
shanty_env_tree03,75,1,2,2,19,7,0x07
shanty_env_tree03,76,1,1,1,27,13,0x07
shanty_env_tree03,77,1,1,1,19,9,0x07
shanty_env_tree03,78,1,2,2,17,7,0x07
shanty_env_tree03,79,1,3,2,32,14,0x07
shanty_env_tree03,80,1,2,2,31,13,0x07
shanty_env_tree03,81,1,1,1,36,16,0x07
shanty_env_tree03,82,1,1,1,29,13,0x07
pmc_hum_diablo,0,1,29,20,350,582,0x08
pmc_hum_diablo,1,1,6,2,59,49,0x08
pmc_hum_diablo,2,1,12,10,152,183,0x08
pmc_hum_diablo,3,5,46,45,463,416,0x08
global_flag_largeal,1,1,3,3,94,132,0x06
pmc_hum_mattias_chickensuit,0,2,38,7,630,1836,0x01
pmc_hum_mattias_chickensuit,1,1,59,5,660,330,0x01
pmc_hum_mattias_chickensuit,2,1,13,10,957,1632,0x01
pmc_hum_mattias_chickensuit,3,1,10,5,1068,972,0x01
pmc_hum_mattias_chickensuit,4,7,50,46,1477,2351,0x01
pmc_hum_mattias_chickensuit,5,2,49,18,3038,2458,0x01
pmc_hum_mattias_chickensuit,6,1,28,22,2907,7862,0x01
pmc_hum_mattias_chickensuit,7,1,20,11,469,660,0x01
pmc_hum_mattias_chickensuit,8,1,22,8,133,244,0x01
pmc_hum_mattias_chickensuit,9,1,28,21,665,1162,0x02
pmc_hum_mattias_chickensuit,10,2,38,6,331,874,0x02
pmc_hum_mattias_chickensuit,11,1,59,5,660,330,0x02
pmc_hum_mattias_chickensuit,12,1,13,10,517,829,0x02
pmc_hum_mattias_chickensuit,13,1,10,5,1068,972,0x02
pmc_hum_mattias_chickensuit,14,7,49,45,831,1160,0x02
pmc_hum_mattias_chickensuit,15,2,49,17,3038,2458,0x02
pmc_hum_mattias_chickensuit,16,1,28,20,318,576,0x04
pmc_hum_mattias_chickensuit,17,2,38,6,161,203,0x04
pmc_hum_mattias_chickensuit,18,1,59,5,660,330,0x04
pmc_hum_mattias_chickensuit,19,1,13,10,259,398,0x04
pmc_hum_mattias_chickensuit,20,1,10,5,1068,972,0x04
pmc_hum_mattias_chickensuit,21,6,48,45,438,570,0x04
pmc_hum_mattias_chickensuit,22,2,49,17,3038,2458,0x04
pmc_hum_mattias_chickensuit,23,2,26,20,131,227,0x08
pmc_hum_mattias_chickensuit,24,2,38,6,63,69,0x08
pmc_hum_mattias_chickensuit,25,1,13,10,136,150,0x08
pmc_hum_mattias_chickensuit,26,8,46,42,202,216,0x08
0xE05A09A2,0,1,19,6,125,145,0x08
0xE05A09A2,1,1,1,1,346,426,0x08
0xE05A09A2,2,1,6,3,130,142,0x08
0xE05A09A2,3,1,6,3,98,122,0x08
0xE05A09A2,4,1,6,3,120,196,0x08
0xE05A09A2,5,1,6,3,92,120,0x08
0xE05A09A2,6,2,32,10,118,137,0x08
0xE05A09A2,7,4,47,45,173,163,0x08
0xE05A09A2,8,2,32,15,219,172,0x08
al_hum_prisoner,0,1,12,10,177,118,0x08
al_hum_prisoner,1,5,46,45,189,174,0x08
al_hum_prisoner,2,2,28,22,114,174,0x08
ch_hum_starter03,0,1,1,1,278,396,0x0F
ch_hum_starter03,1,1,11,9,1224,1994,0x0F
ch_hum_starter03,2,4,45,44,1454,4512,0x0F
ch_hum_starter03,3,2,28,22,1259,2384,0x0F
ch_hum_starter03,4,1,26,14,80,108,0x0F
ch_hum_starter03,5,1,1,1,959,1029,0x0F
ch_hum_starter03,6,1,1,1,900,971,0x0F
ch_hum_starter03,7,1,2,2,169,272,0x0F
pmc_hum_jen_v3,0,1,52,5,1170,810,0x01
pmc_hum_jen_v3,1,1,6,2,1336,1573,0x01
pmc_hum_jen_v3,2,1,13,11,2825,4196,0x01
pmc_hum_jen_v3,3,1,29,21,9816,11926,0x01
pmc_hum_jen_v3,4,2,30,6,1126,749,0x01
pmc_hum_jen_v3,5,1,11,4,1360,637,0x01
pmc_hum_jen_v3,6,1,3,2,110,48,0x01
pmc_hum_jen_v3,7,4,47,46,3662,11514,0x01
pmc_hum_jen_v3,8,1,52,5,1170,810,0x02
pmc_hum_jen_v3,9,1,6,2,2624,1573,0x02
pmc_hum_jen_v3,10,2,30,21,1295,2343,0x02
pmc_hum_jen_v3,11,1,12,10,1530,2105,0x02
pmc_hum_jen_v3,12,4,47,46,2118,5804,0x02
pmc_hum_jen_v3,13,1,6,2,1336,1573,0x04
pmc_hum_jen_v3,14,2,30,21,652,1155,0x04
pmc_hum_jen_v3,15,4,47,46,1131,1365,0x04
pmc_hum_jen_v3,16,1,12,10,802,994,0x04
pmc_hum_jen_v3,17,1,29,20,261,440,0x08
pmc_hum_jen_v3,18,4,47,46,579,530,0x08
pmc_hum_jen_v3,19,1,12,10,319,319,0x08
global_flag_smallal,2,1,3,3,94,132,0x01
global_flag_smallal,3,1,3,3,94,132,0x06
vz_hum_solano,0,1,1,1,1562,1495,0x0F
vz_hum_solano,1,1,26,20,2853,5149,0x0F
vz_hum_solano,2,1,12,10,1033,1594,0x0F
vz_hum_solano,3,7,48,47,2280,7092,0x0F
vz_hum_solano,4,1,2,2,169,272,0x0F
0xE7D6462D,0,2,28,22,231,254,0x08
0xE7D6462D,1,2,28,22,117,205,0x08
0xE7D6462D,2,2,28,22,115,199,0x08
0xE7D6462D,3,2,28,22,114,202,0x08
0xE7D6462D,4,2,28,22,127,185,0x08
0xE7D6462D,5,2,28,22,79,136,0x08
0xE7D6462D,6,1,11,9,225,160,0x08
0xE7D6462D,7,2,56,42,245,188,0x08
0xE7D6462D,8,1,62,9,427,558,0x08
0xE7D6462D,9,1,17,7,4,2,0x08
pmc_hum_jen_v4,0,1,15,10,2425,4030,0x01
pmc_hum_jen_v4,1,1,29,21,3987,11982,0x01
pmc_hum_jen_v4,2,3,21,8,464,657,0x01
pmc_hum_jen_v4,3,1,12,4,768,685,0x01
pmc_hum_jen_v4,4,4,47,46,4244,13420,0x01
pmc_hum_jen_v4,5,1,2,2,1033,1348,0x01
pmc_hum_jen_v4,6,1,1,1,1033,1348,0x02
pmc_hum_jen_v4,7,2,30,21,1249,2291,0x02
pmc_hum_jen_v4,8,1,15,10,1340,2014,0x02
pmc_hum_jen_v4,9,4,47,46,2155,6578,0x02
pmc_hum_jen_v4,10,1,1,1,1031,1348,0x04
pmc_hum_jen_v4,11,2,30,21,637,1138,0x04
pmc_hum_jen_v4,12,1,15,10,718,973,0x04
pmc_hum_jen_v4,13,4,47,46,1031,1548,0x04
pmc_hum_jen_v4,14,1,29,20,270,453,0x08
pmc_hum_jen_v4,15,1,15,10,372,352,0x08
pmc_hum_jen_v4,16,4,47,46,445,522,0x08
oc_hum_mercenaryheavy_a,0,1,4,3,163,255,0x08
oc_hum_mercenaryheavy_a,1,3,48,44,246,238,0x08
oc_hum_mercenaryheavy_a,2,1,9,9,139,141,0x08
0xEA7F9F3F,0,5,41,40,231,199,0x08
0xEA7F9F3F,1,5,41,40,231,199,0x08
0xEA7F9F3F,2,4,45,44,254,221,0x08
0xEA7F9F3F,3,4,45,44,254,221,0x08
0xEA7F9F3F,4,5,41,40,231,199,0x08
0xEA7F9F3F,5,4,45,44,254,221,0x08
0xEA7F9F3F,6,5,42,37,200,189,0x08
0xEA7F9F3F,7,5,42,37,200,189,0x08
0xEA7F9F3F,8,5,42,37,200,189,0x08
0xEA7F9F3F,9,1,10,10,147,140,0x08
0xEA7F9F3F,10,1,10,10,147,140,0x08
0xEA7F9F3F,11,1,10,10,144,134,0x08
0xEA7F9F3F,12,1,10,10,144,134,0x08
0xEA7F9F3F,13,1,10,10,144,134,0x08
0xEA7F9F3F,14,1,10,10,147,140,0x08
0xEA7F9F3F,15,1,10,10,114,114,0x08
0xEA7F9F3F,16,1,10,10,114,114,0x08
0xEA7F9F3F,17,1,10,10,114,114,0x08
0xEA7F9F3F,18,1,4,3,56,90,0x08
0xEA7F9F3F,19,1,4,3,70,110,0x08
0xEA7F9F3F,20,1,4,3,83,118,0x08
0xEA7F9F3F,21,1,4,3,81,116,0x08
0xEA7F9F3F,22,1,4,3,71,116,0x08
0xEA7F9F3F,23,1,4,3,68,110,0x08
0xEA7F9F3F,24,1,4,3,86,117,0x08
0xEA7F9F3F,25,1,1,1,22,18,0x08
0xEA7F9F3F,26,1,1,1,23,18,0x08
0xEAA71CCB,1,1,28,5,131,163,0x08
0xEAA71CCB,2,1,1,1,88,136,0x08
0xEAA71CCB,3,1,28,3,143,99,0x08
0xEAA71CCB,4,1,28,5,60,98,0x08
0xEAA71CCB,5,1,6,2,150,111,0x08
0xEAA71CCB,6,1,1,1,78,52,0x08
0xEAA71CCB,7,1,28,5,89,126,0x08
0xEAA71CCB,8,1,1,1,93,55,0x08
0xEAA71CCB,9,1,28,5,61,100,0x08
0xEAA71CCB,10,1,28,4,72,98,0x08
0xEAA71CCB,11,1,1,1,27,19,0x08
0xEAA71CCB,12,1,28,5,109,174,0x08
0xEAA71CCB,13,7,42,39,188,182,0x08
0xEAA71CCB,14,1,12,10,180,182,0x08
pr_hum_boss,0,2,28,22,1358,2208,0x0F
pr_hum_boss,1,1,11,9,1002,1608,0x0F
pr_hum_boss,2,6,47,46,1851,5324,0x0F
pr_hum_boss,3,2,28,15,80,108,0x0F
pr_hum_boss,4,1,1,1,309,305,0x0F
pr_hum_boss,5,1,1,1,250,235,0x0F
pr_hum_boss,6,1,2,2,79,116,0x0F
global_flag_largevz,1,1,5,5,293,404,0x06
gr_hum_starter_1,0,1,61,6,909,998,0x0F
gr_hum_starter_1,1,1,1,1,72,70,0x0F
gr_hum_starter_1,2,1,1,1,128,112,0x0F
gr_hum_starter_1,3,2,28,21,1290,2386,0x0F
gr_hum_starter_1,4,1,11,9,1150,1825,0x0F
gr_hum_starter_1,5,5,47,46,1550,4906,0x0F
gr_hum_starter_1,6,1,1,1,900,971,0x0F
gr_hum_starter_1,7,1,1,1,959,1029,0x0F
gr_hum_starter_1,8,1,2,2,169,272,0x0F
gr_hum_starter_1,9,2,28,15,85,112,0x0F
0xF0A40B98,0,3,25,20,248,222,0x08
0xF0A40B98,1,1,11,9,154,147,0x08
0xF0A40B98,2,8,44,42,205,216,0x08
pmc_hum_helipilot,0,2,29,12,280,485,0x08
pmc_hum_helipilot,1,1,12,10,344,441,0x08
pmc_hum_helipilot,2,3,44,43,516,542,0x08
pmc_hum_helipilot,3,1,1,1,86,86,0x08
0xF245AC63,0,1,1,1,52,53,0x08
0xF245AC63,1,1,1,1,16,14,0x08
0xF245AC63,2,1,41,5,36,24,0x08
0xF245AC63,3,1,1,1,27,38,0x08
0xF245AC63,4,1,1,1,12,8,0x08
0xF245AC63,5,1,1,1,11,9,0x08
0xF245AC63,6,1,1,1,39,39,0x08
0xF245AC63,7,1,6,3,157,210,0x08
0xF245AC63,8,1,1,1,57,25,0x08
0xF245AC63,9,1,6,3,157,192,0x08
0xF245AC63,10,1,6,3,117,168,0x08
0xF245AC63,11,1,6,3,150,86,0x08
0xF245AC63,12,1,6,3,123,182,0x08
0xF245AC63,13,1,1,1,27,13,0x08
0xF245AC63,14,1,6,3,157,192,0x08
0xF245AC63,15,1,11,9,121,121,0x08
0xF245AC63,16,1,11,9,121,121,0x08
0xF245AC63,17,1,11,9,123,124,0x08
0xF245AC63,18,8,41,37,143,164,0x08
0xF245AC63,19,1,20,5,32,26,0x08
0xF245AC63,20,4,45,37,208,208,0x08
0xF245AC63,21,7,46,40,208,213,0x08
0xF245AC63,22,1,20,5,30,24,0x08
0xF245AC63,23,8,41,37,143,164,0x08
0xF419FFEB,0,1,30,5,26,16,0x08
0xF419FFEB,1,1,28,5,101,168,0x08
0xF419FFEB,2,1,1,1,98,44,0x08
0xF419FFEB,3,1,28,5,116,176,0x08
0xF419FFEB,4,1,29,9,132,66,0x08
0xF419FFEB,5,1,28,5,110,162,0x08
0xF419FFEB,6,1,1,1,348,116,0x08
0xF419FFEB,7,1,28,5,108,168,0x08
0xF419FFEB,8,1,29,9,82,38,0x08
0xF419FFEB,9,1,12,10,182,181,0x08
0xF419FFEB,10,1,12,10,171,167,0x08
0xF419FFEB,11,1,12,10,150,160,0x08
0xF419FFEB,12,1,12,10,140,153,0x08
0xF419FFEB,13,6,41,37,213,206,0x08
0xF419FFEB,14,6,41,37,199,194,0x08
0xF419FFEB,15,3,44,37,202,202,0x08
0xF419FFEB,16,6,41,37,199,194,0x08
0xF4309A98,0,1,2,2,112,100,0x07
jungle_env_plantlarge02,11,1,4,4,187,122,0x04
global_flag_smallgr,2,1,3,3,94,132,0x01
global_flag_smallgr,3,1,3,3,94,132,0x06
oc_hum_mercenaryelite_a,0,1,4,3,142,226,0x08
oc_hum_mercenaryelite_a,1,1,9,9,124,106,0x08
oc_hum_mercenaryelite_a,2,1,6,4,6,2,0x08
oc_hum_mercenaryelite_a,3,3,48,44,190,176,0x08
oc_hum_mercenaryelite_a,4,1,30,10,58,49,0x08
al_hum_officer_a,0,6,47,43,191,72,0x08
al_hum_officer_a,1,1,4,3,172,64,0x08
al_hum_officer_a,2,2,28,9,66,46,0x08
shanty_env_tree02,32,1,5,5,540,393,0x04
shanty_env_tree02,33,1,5,5,84,34,0x04
shanty_env_tree02,34,1,4,3,26,10,0x07
shanty_env_tree02,35,1,4,2,28,12,0x07
shanty_env_tree02,36,1,4,2,22,10,0x07
shanty_env_tree02,37,1,5,2,27,11,0x07
shanty_env_tree02,38,1,5,2,27,13,0x07
shanty_env_tree02,39,1,2,2,16,6,0x07
shanty_env_tree02,40,1,4,2,29,16,0x07
shanty_env_tree02,41,1,4,2,12,6,0x07
shanty_env_tree02,42,1,4,2,19,9,0x07
shanty_env_tree02,43,1,4,2,22,10,0x07
shanty_env_tree02,44,1,4,2,26,12,0x07
shanty_env_tree02,45,1,5,3,15,7,0x07
shanty_env_tree02,46,1,3,2,23,11,0x07
shanty_env_tree02,47,1,3,2,19,9,0x07
shanty_env_tree02,48,1,5,2,17,7,0x07
shanty_env_tree02,49,1,5,2,32,14,0x07
shanty_env_tree02,50,1,5,3,28,12,0x07
shanty_env_tree02,51,1,5,3,26,12,0x07
shanty_env_tree02,52,1,3,2,30,14,0x07
shanty_env_tree02,53,1,5,3,25,11,0x07
shanty_env_tree02,54,1,5,3,22,10,0x07
shanty_env_tree02,55,1,5,3,26,12,0x07
shanty_env_tree02,56,1,2,2,23,11,0x07
shanty_env_tree02,57,1,4,3,28,12,0x07
shanty_env_tree02,58,1,3,3,25,11,0x07
shanty_env_tree02,59,1,2,2,16,8,0x07
shanty_env_tree02,60,1,4,3,32,14,0x07
shanty_env_tree02,61,1,2,2,18,8,0x07
shanty_env_tree02,62,1,5,2,23,11,0x07
shanty_env_tree02,63,1,2,2,32,14,0x07
shanty_env_tree02,64,1,4,2,22,10,0x07
shanty_env_tree02,65,1,2,2,18,8,0x07
shanty_env_tree02,66,1,5,2,19,9,0x07
shanty_env_tree02,67,1,2,2,18,8,0x07
shanty_env_tree02,68,1,2,2,18,8,0x07
shanty_env_tree02,69,1,2,2,23,11,0x07
shanty_env_tree02,70,1,2,2,22,10,0x07
shanty_env_tree02,71,1,3,3,20,10,0x07
shanty_env_tree02,72,1,2,2,17,7,0x07
shanty_env_tree02,73,1,2,2,12,6,0x07
shanty_env_tree02,74,1,2,2,24,10,0x07
shanty_env_tree02,75,1,3,2,11,5,0x07
shanty_env_tree02,76,1,5,3,34,16,0x07
shanty_env_tree02,77,1,3,2,30,14,0x07
shanty_env_tree02,78,1,2,2,19,9,0x07
shanty_env_tree02,79,1,3,2,14,6,0x07
shanty_env_tree02,80,1,2,2,23,11,0x07
shanty_env_tree02,81,1,3,2,25,11,0x07
shanty_env_tree02,82,1,3,2,13,5,0x07
shanty_env_tree02,83,1,5,2,19,9,0x07
shanty_env_tree02,84,1,2,2,25,11,0x07
shanty_env_tree02,85,1,3,2,20,8,0x07
shanty_env_tree02,86,1,3,2,15,7,0x07
shanty_env_tree02,87,1,3,2,18,8,0x07
shanty_env_tree02,88,1,2,2,26,12,0x07
shanty_env_tree02,89,1,3,3,28,12,0x07
shanty_env_tree02,90,1,3,2,27,13,0x07
shanty_env_tree02,91,1,3,2,20,8,0x07
shanty_env_tree02,92,1,3,3,22,10,0x07
shanty_env_tree02,93,1,3,2,15,7,0x07
global_locationmarker,0,1,2,2,40,40,0x0F
global_flag_largepr,1,1,2,2,804,402,0x06
global_flag_largepr,2,1,2,2,162,256,0x06
0xF9EA3B44,0,1,4,3,115,203,0x08
0xF9EA3B44,1,1,4,3,118,191,0x08
0xF9EA3B44,2,1,4,3,83,141,0x08
0xF9EA3B44,3,1,4,3,161,275,0x08
0xF9EA3B44,4,1,4,3,83,138,0x08
0xF9EA3B44,5,1,4,3,93,158,0x08
0xF9EA3B44,6,1,4,3,82,119,0x08
0xF9EA3B44,7,1,4,3,79,132,0x08
0xF9EA3B44,8,1,1,1,35,30,0x08
0xF9EA3B44,9,2,28,11,130,134,0x08
0xF9EA3B44,10,3,46,42,220,209,0x08
civ_hum_beachfemale_a,0,1,6,3,60,98,0x08
civ_hum_beachfemale_a,1,1,11,9,188,205,0x08
civ_hum_beachfemale_a,2,4,45,43,321,336,0x08
global_flag_smalloc,2,1,3,3,94,132,0x01
global_flag_smalloc,3,1,3,3,94,132,0x06
ch_hum_boss,0,1,1,1,33,27,0x08
ch_hum_boss,1,2,28,22,147,258,0x08
ch_hum_boss,2,1,11,9,121,122,0x08
