hash,n_models,anim_tracks,in_swit,kind,example_parent_models
0xB0A6B7C3,1,0,0,mesh-node,city_bld_standalone01
0xB0B80BCA,1,0,1,destruction-piece,aloutpost_bld_barracks01
0xB0C687A4,1,0,1,destruction-piece,village_bld_plantation02
0xB0C7C6C2,1,0,0,mesh-node,oc_veh_boat_turbosquid
0xB0D4E642,1,0,0,model-root,0xB0D4E642
0xB0D74856,1,0,0,mesh-node,margarita_bld_condo01
0xB0DDA4B7,1,0,0,model-root,0xB0DDA4B7
0xB0F40BFC,1,0,1,destruction-piece,island_bld_fortress01
0xB10171A6,1,0,0,mesh-node,global_env_hedgelong
0xB1058926,1,0,1,destruction-piece,industrial_bld_towerrefinerysmall
0xB1203209,1,0,0,mesh-node,airport_bld_terminal01
0xB121C6F8,1,0,1,destruction-piece,margarita_bld_condo01
0xB121E74C,1,0,1,destruction-piece,al_veh_boat_destroyer
0xB1357EB8,1,0,0,mesh-node,outpost_bld_vzwarehouselarge
0xB1371986,1,0,1,destruction-piece,chinaoutpost_bld_commbunker01
0xB139FBE6,1,0,0,mesh-node,outpost_bld_vzwarehouselarge
0xB13CBEBA,1,0,0,mesh-node,oilrig_bld_buildingb
0xB14399D8,1,0,0,model-root,0xB14399D8
0xB14CB8F7,1,0,1,destruction-piece,al_veh_boat_destroyer
0xB16ADAE3,1,0,1,destruction-piece,maracaibo_bld_corner16x32a
0xB173026D,1,0,1,destruction-piece,oilrig_simple
0xB1813D38,1,0,0,mesh-node,pmcoutpost_interior_recruitmechanic
0xB18458AE,1,0,0,mesh-node,civ_veh_plane_727jet
0xB1B3412E,1,0,1,destruction-piece,groutpost_bld_earthmover
0xB1D5D370,1,0,1,destruction-piece,groutpost_bld_earthmover
0xB1EB4812,1,0,0,model-root,global_weapon_bullpup
0xB1F8ED1D,1,0,0,mesh-node,oc_veh_helicopter_md500
0xB1FAC1BC,1,0,0,mesh-node,global_veh_rib36
0xB1FC33ED,1,0,1,destruction-piece,0x07FC456B
0xB1FF1801,1,0,0,mesh-node,0x7604B190
0xB2132B0F,1,0,0,mesh-node,gr_veh_tank_m551sheridan
0xB2216B4A,1,0,0,mesh-node,civ_veh_boat_cargoship
0xB2279FD1,1,0,0,model-root,0xB2279FD1
0xB22C37AC,1,0,0,mesh-node,pmc_veh_car_camo_veyron
0xB23AFE21,1,0,1,destruction-piece,chinaoutpost_bld_commbunker01
0xB24B028E,1,0,1,destruction-piece,jungle_wallgate
0xB2588DAE,1,0,0,mesh-node,0x307D6AE1
0xB2745F0D,1,0,1,destruction-piece,village_bld_plantation02
0xB288F236,1,0,1,destruction-piece,civ_veh_bus_escort
0xB28E2687,1,0,0,mesh-node,oc_veh_helicopter_md500
0xB2B16705,1,0,1,destruction-piece,groutpost_bld_trailerhut01
0xB2B6B875,1,0,1,destruction-piece,shanty_bld_apartment04
0xB2B87AF4,1,0,1,destruction-piece,caracas_bld_skytrammain
0xB2B90A56,1,0,0,mesh-node,city_bld_skyscraper03
0xB2BD1ECD,1,0,0,mesh-node,al_veh_boat_destroyer
0xB2E403B4,1,0,0,mesh-node,city_bld_skyscraper03
0xB2E880E2,1,0,0,mesh-node,city_bld_skyscraper03
0xB2F3637D,1,0,0,mesh-node,vz_veh_boat_type14311
0xB2FE994A,1,0,0,mesh-node,al_veh_boat_markv
0xB333A1F6,1,0,1,destruction-piece,chinaoutpost_bld_storage
0xB3343620,1,0,1,destruction-piece,0x56D04AA8
0xB339F4B1,1,0,0,mesh-node,ch_veh_truck_nglv_armored_50cal
0xB34EC7CA,1,0,0,mesh-node,civ_veh_boat_cargoship
0xB3543461,1,0,0,model-root,0xB3543461
0xB358AA8C,1,0,1,destruction-piece,0x07FC456B
0xB360BA93,1,0,1,destruction-piece,0x3511CCE7
0xB373BD67,1,0,1,destruction-piece,island_bld_fortress01
0xB379D24D,1,0,0,mesh-node,oilrig_simple
0xB37D350B,1,0,0,mesh-node,jungle_bld_ruinshotelfront
0xB381B239,1,0,0,mesh-node,jungle_bld_ruinshotelfront
0xB383608E,1,0,0,mesh-node,al_veh_helicopter_mh53pavelow
0xB389C6BF,1,0,1,destruction-piece,margarita_bld_condo01
0xB39E1B69,1,0,0,mesh-node,margarita_bld_condo01
0xB3A092AE,1,0,0,mesh-node,white_bld_segment8x16a
0xB3A73C8B,1,0,0,mesh-node,ch_veh_boat_huangfeng
0xB3AF9FA0,1,0,0,mesh-node,ch_veh_boat_huangfeng
0xB3BA2A17,1,0,1,destruction-piece,oilrig_bld_buildingc
0xB3D8352D,1,0,0,model-root,0xB3D8352D
0xB3EAE17C,1,0,0,mesh-node,ch_veh_tank_pgz95_command
0xB3EBE359,1,0,0,model-root,global_weapon_hellfire
0xB3EF9F20,1,0,0,mesh-node,industrial_bld_warehouselarge01
0xB3EFDFAC,1,0,0,model-root,0xB3EFDFAC
0xB404707E,1,0,1,destruction-piece,ch_veh_helicopter_ka29b
0xB41640E5,1,0,0,mesh-node,ocoutpost_interior_hq
0xB4263269,1,0,0,model-root,0xB4263269
0xB433890D,1,0,0,mesh-node,maracaibo_park
0xB4403447,1,0,0,mesh-node,chinaoutpost_bld_prison
0xB4413364,1,0,1,destruction-piece,island_bld_fortress01
0xB444B175,1,0,0,mesh-node,chinaoutpost_bld_prison
0xB47D30CF,1,0,1,destruction-piece,cumana_bld_fortress01
0xB47E16AB,1,0,0,mesh-node,pmc_veh_motorcycle_tankbike
0xB4B87847,1,0,1,destruction-piece,outskirt_bld_house05
0xB4B8DB21,1,0,0,mesh-node,maracaibo_park
0xB4E46511,1,0,0,mesh-node,pmc_veh_boat_cigarette
0xB4EFA7CE,1,0,1,destruction-piece,merida_bld_universityadmin
0xB4F58342,1,0,0,mesh-node,shanty_bld_house02
0xB4F7CF98,1,0,0,mesh-node,global_veh_scorpiondpv
0xB5123A10,1,0,1,destruction-piece,merida_bld_universityadmin
0xB51C42CB,1,0,0,mesh-node,global_env_scrub03
0xB52577D2,1,0,0,mesh-node,oc_veh_truck_mtv_guntruck
0xB540B9BC,1,0,1,destruction-piece,0x759BDE16
0xB54C2C8E,1,0,1,destruction-piece,outpost_bld_municipal_fence
0xB5529F38,1,0,0,model-root,0xB5529F38
0xB56B8864,1,0,0,mesh-node,merida_bld_hotel
0xB5779E2D,1,0,0,mesh-node,ch_veh_helicopter_ka29b
0xB5925175,1,0,0,mesh-node,civ_veh_truck_bank
0xB59A03D7,1,0,1,destruction-piece,0x4AB6F9B6
0xB59E8105,1,0,1,destruction-piece,0x4AB6F9B6
0xB5B2BF0A,1,0,0,mesh-node,0x1FBFBB4B
0xB5B6B4A3,1,0,0,mesh-node,vz_veh_boat_type14311
0xB5BD5DC1,1,0,0,mesh-node,al_veh_boat_lcur
0xB5C1A5C1,1,0,0,mesh-node,civ_veh_plane_727jet
0xB5C3E2EE,1,0,0,mesh-node,vz_veh_boat_type14311
0xB5CF2FBA,1,0,0,mesh-node,gr_veh_tank_m551sheridan
0xB5F7B095,1,0,0,mesh-node,ch_veh_tank_pgz95_command
0xB5F81D61,1,0,0,model-root,0xB5F81D61
0xB5FFBC69,1,0,0,mesh-node,aloutpost_bld_storage
0xB6141A23,1,0,1,destruction-piece,civ_veh_boat_cargoship
0xB62CFFF1,1,0,0,mesh-node,civ_veh_boat_cargoship
0xB636E08D,1,0,0,model-root,0xB636E08D
0xB638C828,1,0,1,destruction-piece,industrial_bld_warehouselarge01
0xB63BEA0E,1,0,0,mesh-node,outskirt_bld_market04
0xB6478F1A,1,0,0,mesh-node,al_veh_boat_lcur
0xB649EC4F,1,0,0,mesh-node,jungle_env_largecanopy01
0xB6730078,1,0,1,destruction-piece,outpost_bld_municipal_fence
0xB675CB87,1,0,1,destruction-piece,outpost_bld_govtbld
0xB68F294E,1,0,1,destruction-piece,village_bld_plantation02
0xB691ED9B,1,0,0,mesh-node,chinaoutpost_bld_storage
0xB6957814,1,0,0,mesh-node,city_bld_standalone01
0xB6AE5FDA,1,0,1,destruction-piece,0xCFAC6851
0xB6BB1F0F,1,0,0,mesh-node,global_fountainsmall
0xB6C4AD6F,1,0,0,mesh-node,outpost_bld_vzwarehouselarge
0xB6E49B02,1,0,0,model-root,0xB6E49B02
0xB6F6DB8E,1,0,0,mesh-node,oc_veh_helicopter_md500
0xB70434FF,1,0,0,mesh-node,maracaibo_park
0xB70951D9,1,0,0,mesh-node,pmcoutpost_planter01
0xB7310CF7,1,0,0,mesh-node,global_weapon_parachute
0xB731849C,1,0,0,mesh-node,airport_bld_terminal01
0xB7372F44,1,0,0,mesh-node,ch_veh_truck_sx2150_mlrs
0xB74D88D5,1,0,1,destruction-piece,0x759BDE16
0xB7609F49,1,0,0,mesh-node,cumana_bld_fortress01
0xB769E30C,1,0,0,mesh-node,pmc_veh_motorcycle_tankbike
0xB775BC4F,1,0,1,destruction-piece,civ_veh_car_van_commercial
0xB77E5B02,1,0,0,mesh-node,civ_veh_car_taxi_tercel
0xB797CD05,1,0,1,destruction-piece,aloutpost_bld_supplydepot
0xB799F69F,1,0,1,destruction-piece,0xA948DDA6
0xB79DC284,1,0,0,mesh-node,dlc_outskirt_interior_hq
0xB7AA55C4,1,0,0,model-root,0xB7AA55C4
0xB7B474DC,1,0,0,mesh-node,aloutpost_bld_supplydepot
0xB7B8CEF0,1,0,1,destruction-piece,global_weapon_quad50
0xB7C3EF6F,1,0,0,mesh-node,oc_veh_semi_austin
0xB7DBAA12,1,0,0,mesh-node,pmc_veh_truck_ext
0xB7FCDDB5,1,0,0,mesh-node,industrial_bld_gasstationpump01
0xB7FCE2DC,1,0,0,mesh-node,0x7604B190
0xB804F817,1,0,1,destruction-piece,proutpost_dockb
0xB80A714A,1,0,0,mesh-node,maracaibo_park
0xB81483DA,1,0,0,mesh-node,ch_veh_helicopter_ka29b
0xB820A5C1,1,0,1,destruction-piece,ocoutpost_bld_warehouse01
0xB8256AAC,1,0,0,model-root,0xB8256AAC
0xB82BFF5B,1,0,1,destruction-piece,industrial_bld_warehouselarge01
0xB8304FD3,1,0,1,destruction-piece,village_bld_cattleranch
0xB85EB471,1,0,0,mesh-node,civ_veh_plane_727jet
0xB86812C6,1,0,0,mesh-node,global_weapon_stinger
0xB86DD847,1,0,0,mesh-node,commercial_bld_supermarket
0xB86F5F47,1,0,0,mesh-node,0x86D7CF92
0xB881403B,1,0,0,mesh-node,civ_veh_truck_bank
0xB88151D0,1,0,1,destruction-piece,civ_veh_bus_escort
0xB8995D04,1,0,0,model-root,global_propanetanklargeb
0xB8AB9E15,1,0,0,mesh-node,ocoutpost_bld_warehouse01
0xB8C80E41,1,0,0,mesh-node,ch_veh_tank_plz45b
0xB8CA9ACE,1,0,0,mesh-node,maracaibo_bld_skyscraper02
0xB8F0EB68,1,0,1,destruction-piece,cumana_bld_fortress01
0xB905CAD8,1,0,0,mesh-node,pmc_hum_mattias
0xB919A466,1,0,0,mesh-node,civ_veh_semi_austin
0xB93257EA,1,0,0,mesh-node,residential_bld_corner16x16a
0xB93321F2,1,0,0,mesh-node,pr_veh_helicopter_alouetteiii
0xB940DB19,1,0,1,destruction-piece,shanty_bld_housegroup03
0xB94E32D8,1,0,0,mesh-node,outskirt_bld_market04
0xB9616BC1,1,0,1,destruction-piece,global_pile05
0xB96673BD,1,0,0,mesh-node,ch_veh_tank_pgz95_command
0xB97D45FE,1,0,0,mesh-node,maracaibo_park
0xB97E3E57,1,0,1,destruction-piece,0xCB4C6EAB
0xB9965AC8,1,0,0,mesh-node,maracaibo_park
0xB9B56DC3,1,0,1,destruction-piece,caracas_bld_skytrammain
0xB9BCEA89,1,0,1,destruction-piece,civ_veh_car_r90_limo
0xB9C902E6,1,0,0,model-root,0xB9C902E6
0xB9D162DA,1,0,1,destruction-piece,groutpost_bld_earthmover
0xB9DCE158,1,0,1,destruction-piece,chinaoutpost_bld_commbunker01
0xB9E7B434,1,0,0,mesh-node,ch_veh_boat_destroyer
0xB9F0B070,1,0,0,mesh-node,al_veh_helicopter_mh53pavelow
0xB9FCE482,1,0,0,model-root,0xB9FCE482
0xBA067034,1,0,1,destruction-piece,cumana_bld_fortress01
0xBA09DC5D,1,0,1,destruction-piece,civ_veh_truck_bank
0xBA0AED62,1,0,1,destruction-piece,cumana_bld_fortress01
0xBA18A1DF,1,0,0,model-root,0xBA18A1DF
0xBA3540DE,1,0,0,mesh-node,0x1FBFBB4B
0xBA358160,1,0,0,mesh-node,al_veh_plane_a10
0xBA362227,1,0,0,mesh-node,vz_veh_tank_scorpion90
0xBA37FCDF,1,0,1,destruction-piece,shanty_bld_apartment01
0xBA4F8C54,1,0,1,destruction-piece,jungle_wallgate
0xBA50CB86,1,0,1,destruction-piece,residential_bld_corner16x16e
0xBA591B26,1,0,1,destruction-piece,chinaoutpost_bld_storage
0xBA884EDC,1,0,0,model-root,global_weapon_m21at
0xBA8B7345,1,0,1,destruction-piece,civ_veh_car_pony_crappy
0xBA8DCD3A,1,0,0,mesh-node,oilrig_simple
0xBA95C76B,1,0,1,destruction-piece,city_bld_corner16x32a
0xBAA66388,1,0,0,mesh-node,0x51DA41FE
0xBAAFC617,1,0,0,mesh-node,ch_veh_tank_ztz98
0xBAB8E509,1,0,0,mesh-node,industrial_bld_gasstationpump01
0xBAE42407,1,0,0,mesh-node,caracas_bld_parquecentral03
0xBAE48A48,1,0,0,mesh-node,civ_veh_car_w8_normal
0xBAE8A135,1,0,0,mesh-node,caracas_bld_parquecentral03
0xBAFED6C8,1,0,0,mesh-node,civ_veh_car_phoenix_crappy
0xBB01457E,1,0,1,destruction-piece,cumana_bld_fortress01
0xBB0C431B,1,0,1,destruction-piece,0x45CC35FE
0xBB10154B,1,0,1,destruction-piece,island_bld_fortress01
0xBB233912,1,0,0,mesh-node,dlc_outskirt_interior_hq
0xBB2ABCCE,1,0,1,destruction-piece,white_bld_segment16x16a
0xBB318935,1,0,1,destruction-piece,0xEAA71CCB
0xBB38C36E,1,0,0,mesh-node,pmcoutpost_planter01
0xBB3C02BE,1,0,1,destruction-piece,oc_veh_boat_oiltanker
0xBB45366F,1,0,0,model-root,0xBB45366F
0xBB472E45,1,0,0,model-root,global_munitions_bunkerbuster
0xBB58BE27,1,0,0,model-root,0xBB58BE27
0xBB70613E,1,0,1,destruction-piece,maracaibo_bld_skyscraper02
0xBB79A564,1,0,0,mesh-node,al_veh_boat_lcur
0xBB847E59,1,0,0,mesh-node,pmc_veh_motorcycle_tankbike
0xBB8FDB7A,1,0,1,destruction-piece,pmcoutpost_bld_hqgarage
0xBB952D5E,1,0,0,mesh-node,civ_veh_car_phoenix_crappy
0xBB9549B3,1,0,0,mesh-node,civ_veh_boat_fishing
0xBBAAB636,1,0,1,destruction-piece,al_veh_helicopter_mh53pavelow
0xBBBDC7E2,1,0,0,mesh-node,vz_veh_boat_type14311
0xBBC72382,1,0,0,mesh-node,merida_bld_universityadmin
0xBBDAAB3A,1,0,0,mesh-node,pmcoutpost_bld_hq
0xBBF11523,1,0,1,destruction-piece,al_veh_boat_destroyer
0xBBFF2920,1,0,0,model-root,0x5D2E359B
0xBC157EF7,1,0,1,destruction-piece,commercial_wallshort
0xBC17DB64,1,0,0,mesh-node,al_veh_truck_hmmwv_armored
0xBC19060A,1,0,1,destruction-piece,cumana_bld_fortress01
0xBC2851A9,1,0,0,mesh-node,civ_veh_boat_cargoship
0xBC2AAD6E,1,0,1,destruction-piece,0xE7D6462D
0xBC380A40,1,0,0,mesh-node,city_bld_skyscraper03
0xBC3C05A0,1,0,0,mesh-node,vz_veh_boat_patrol
0xBC3E7B4C,1,0,0,mesh-node,pmcoutpost_planter01
0xBC442753,1,0,0,model-root,0xBC442753
0xBC47711C,1,0,0,mesh-node,0x25B3F7BC
0xBC4B0A53,1,0,0,mesh-node,0x1FBFBB4B
0xBC7E5DCA,1,0,0,mesh-node,oc_veh_boat_oiltanker
0xBC7F259B,1,0,0,mesh-node,civ_veh_boat_cargoship
0xBC9735DB,1,0,0,mesh-node,al_veh_truck_hmmwv_avenger
0xBCA9025D,1,0,1,destruction-piece,margarita_bld_condo01
0xBCB24E26,1,0,1,destruction-piece,groutpost_bld_cranemining
0xBCBD64E7,1,0,0,mesh-node,maracaibo_park
0xBCC98BC1,1,0,0,mesh-node,pmc_veh_motorcycle_devastator
0xBCCEF3A9,1,0,1,destruction-piece,shanty_bld_housegroup05
0xBCD556D3,1,0,1,destruction-piece,groutpost_bld_trailerhut01
0xBCF23437,1,0,0,mesh-node,ch_veh_boat_destroyer
0xBD127018,1,0,1,destruction-piece,0xF4AF3C5B
0xBD1DCC15,1,0,0,mesh-node,caracas_fountainparquecentral
0xBD2AFD97,1,0,0,mesh-node,al_veh_boat_destroyer
0xBD2F7AC5,1,0,0,mesh-node,al_veh_boat_destroyer
0xBD2FD71A,1,0,0,model-root,vzoutpost_bld_guardtower_al
0xBD348979,1,0,0,mesh-node,global_weapon_tripodmount
0xBD4D0A98,1,0,0,model-root,0xBD4D0A98
0xBD4F4C4D,1,0,0,mesh-node,aloutpost_bld_hanger
0xBD57739F,1,0,1,destruction-piece,0x493FD997
0xBD68CBFB,1,0,0,model-root,0xBD68CBFB
0xBD70FD62,1,0,1,destruction-piece,outpost_bld_vzwarehouselarge
0xBD817179,1,0,1,destruction-piece,al_veh_boat_destroyer
0xBD9ACB06,1,0,0,mesh-node,0x25B3F7BC
0xBD9BFC5B,1,0,1,destruction-piece,island_bld_fortress01
0xBDA20B0D,1,0,1,destruction-piece,oilrig_simple
0xBDAFB470,1,0,0,mesh-node,al_veh_truck_hmmwv_avenger
0xBDB1EB8D,1,0,0,mesh-node,white_bld_corner8x16a
0xBDB43895,1,0,0,mesh-node,oilrig_att_pipeblowout
0xBDD2070E,1,0,1,destruction-piece,merida_bld_pmcautoshop
0xBDD2D13C,1,0,0,mesh-node,civ_veh_truck_garbage
0xBDD95E02,1,0,0,mesh-node,airport_bld_terminal01
0xBDE06DCB,1,0,0,model-root,0xBDE06DCB
0xBDED6905,1,0,1,destruction-piece,outpost_bld_vzwarehouselarge
0xBDEEFF27,1,0,0,mesh-node,0x56D04AA8
0xBE0A3164,1,0,1,destruction-piece,aloutpost_bld_supplydepot
0xBE111D5F,1,0,0,mesh-node,vz_veh_helicopter_alouetteiii
0xBE15D044,1,0,1,destruction-piece,pmcoutpost_planter01
0xBE1E709C,1,0,1,destruction-piece,ocoutpost_bld_warehouse01
0xBE1F4423,1,0,0,model-root,0xBE1F4423
0xBE448ED1,1,0,0,model-root,0xBE448ED1
0xBE45C74D,1,0,1,destruction-piece,pmcoutpost_bld_hqgarage
0xBE614F82,1,0,0,model-root,gr_veh_truck_m35_guntruck_50cal
0xBE63760B,1,0,0,mesh-node,industrial_bld_warehouse01
0xBE6A7BE1,1,0,0,mesh-node,jungle_env_treesmall01
0xBE6FF46B,1,0,1,destruction-piece,outpost_bld_vzwarehouselarge
0xBE8CD546,1,0,0,mesh-node,caracas_fountainparquecentral
0xBE8EC839,1,0,0,mesh-node,vz_veh_truck_m151_50cal
0xBE93B314,1,0,1,destruction-piece,village_bld_plantation02
0xBE9B6591,1,0,0,mesh-node,industrial_bld_warehouse01
0xBEAC90DB,1,0,0,mesh-node,ch_veh_boat_destroyer
0xBEB7F4FB,1,0,0,mesh-node,city_bld_skyscraper03
0xBEC05BF8,1,0,0,model-root,0xBEC05BF8
0xBEC4214F,1,0,0,mesh-node,al_veh_plane_c130
0xBEC5D91C,1,0,0,mesh-node,ch_veh_tank_plz45b
0xBEE0900B,1,0,0,mesh-node,pr_veh_helicopter_alouetteiii
0xBEEB18F7,1,0,1,destruction-piece,pmcoutpost_bld_hq
0xBEF5A0BF,1,0,0,mesh-node,global_veh_scorpiondpv
0xBF013A0F,1,0,1,destruction-piece,cumana_bld_fortress01
0xBF30BE39,1,0,1,destruction-piece,oilrig_bld_buildingb
0xBF533F55,1,0,0,mesh-node,civ_veh_boat_cargoship
0xBF5F369C,1,0,1,destruction-piece,global_pile05
0xBF5F444E,1,0,0,mesh-node,ch_veh_helicopter_ka29b
0xBF7736B0,1,0,0,mesh-node,ch_veh_plane_transport
0xBF9AF36B,1,0,0,model-root,0xBF9AF36B
0xBF9C4D8D,1,0,0,mesh-node,al_veh_helicopter_mh53pavelow
0xBF9DC917,1,0,0,mesh-node,al_veh_helicopter_mh53pavelow
0xBFAB7962,1,0,1,destruction-piece,civ_veh_truck_ambulance
0xBFB45E5A,1,0,1,destruction-piece,global_weapon_quad50
0xBFBAE7B1,1,0,0,mesh-node,maracaibo_park
0xBFBE3D1F,1,0,0,mesh-node,pmc_veh_boat_cigarette
0xBFCCDA3E,1,0,0,mesh-node,oc_veh_helicopter_md500
0xBFD63F4B,1,0,0,mesh-node,chinaoutpost_bld_storage
0xBFEFC98B,1,0,0,mesh-node,merida_bld_hotel
0xBFF97F40,1,0,1,destruction-piece,industrial_bld_silowide
0xC0129239,1,0,0,mesh-node,airport_bld_terminal01
0xC02BD6A2,1,0,1,destruction-piece,civ_veh_bus_escort
0xC0310684,1,0,1,destruction-piece,0x09139BCD
0xC037E486,1,0,0,model-root,0xC037E486
0xC047A930,1,0,1,destruction-piece,oc_veh_helicopter_md500
0xC04BFCB3,1,0,0,mesh-node,al_veh_truck_hmmwv_armored
0xC056A190,1,0,0,mesh-node,civ_veh_plane_727jet
0xC062D788,1,0,0,mesh-node,al_veh_helicopter_mh53pavelow
0xC0674136,1,0,0,mesh-node,global_veh_rib36
0xC0784EC9,1,0,0,mesh-node,aloutpost_bld_largetent
0xC08BD681,1,0,0,mesh-node,industrial_bld_silowide
0xC08DEB55,1,0,0,mesh-node,civ_veh_boat_swamp
0xC098ABFD,1,0,0,mesh-node,industrial_bld_gasstationpump01
0xC0A0487C,1,0,0,mesh-node,0x51DA41FE
0xC0B082DF,1,0,1,destruction-piece,groutpost_bld_shacktall01
0xC0B48944,1,0,0,mesh-node,ch_veh_plane_q5
0xC0B674CE,1,0,0,mesh-node,0x7604B190
0xC0BDEF76,1,0,0,mesh-node,margarita_bld_condo01
0xC0CE72BE,1,0,0,mesh-node,ch_veh_apc_zbd2000
0xC0D8EF1A,1,0,0,mesh-node,commercial_bld_segment8x16e
0xC0E683F9,1,0,1,destruction-piece,0x4761451B
0xC0F10236,1,0,0,mesh-node,city_bld_skyscraper03
0xC0F10500,1,0,0,mesh-node,ch_veh_apc_zbd2000
0xC0FE5EE6,1,0,0,mesh-node,commercial_bld_segment8x16e
0xC1238CA6,1,0,0,model-root,vzoutpost_bld_hangar_oc
0xC1331508,1,0,0,mesh-node,civ_veh_truck_garbage
0xC13C2A82,1,0,0,mesh-node,0x25B3F7BC
0xC157D722,1,0,0,mesh-node,aloutpost_bld_storage
0xC1618D7E,1,0,1,destruction-piece,chinaoutpost_bld_storage
0xC164CC06,1,0,1,destruction-piece,village_bld_cattleranch
0xC166A4C3,1,0,1,destruction-piece,oilrig_bld_buildingb
0xC18C5599,1,0,1,destruction-piece,caracas_bld_skytrammain
0xC19DA3E0,1,0,1,destruction-piece,caracas_bld_skytrammain
0xC1B7B3F0,1,0,0,mesh-node,pmcoutpost_planter01
0xC1C0CA47,1,0,0,mesh-node,pmc_veh_motorcycle_tankbike
0xC1D70399,1,0,1,destruction-piece,0xB0D4E642
0xC202E2C9,1,0,1,destruction-piece,civ_veh_boat_cargoship
0xC218DF1D,1,0,0,mesh-node,civ_veh_bus_escort
0xC21F0D09,1,0,0,mesh-node,0xEC0DAFF2
0xC2235E7E,1,0,0,model-root,0xC2235E7E
0xC228DF66,1,0,0,mesh-node,0xA948DDA6
0xC22A7E69,1,0,0,model-root,0xC22A7E69
0xC22FCBCE,1,0,1,destruction-piece,oc_veh_boat_oiltanker
0xC231D7A3,1,0,0,mesh-node,commercial_bld_segment8x16e
0xC236581D,1,0,1,destruction-piece,city_bld_corner16x32a
0xC2393EA7,1,0,1,destruction-piece,island_bld_fortress01
0xC239CAA4,1,0,0,mesh-node,0x1FBFBB4B
0xC255554C,1,0,1,destruction-piece,residential_bld_corner16x16e
0xC25B21B3,1,0,1,destruction-piece,chinaoutpost_bld_commbunker01
0xC26DC525,1,0,0,model-root,0xC26DC525
0xC278443C,1,0,0,model-root,al_veh_plane_a10
0xC27FA59D,1,0,0,mesh-node,outpost_bld_govtbld
0xC2AA7DD1,1,0,0,mesh-node,maracaibo_park
0xC2DB6100,1,0,1,destruction-piece,margarita_bld_condo01
0xC2DBF3AD,1,0,0,mesh-node,maracaibo_bld_skyscraper02
0xC2EED495,1,0,0,mesh-node,global_checkpointa
0xC2FA2740,1,0,0,mesh-node,0x25B3F7BC
0xC3039BFF,1,0,0,mesh-node,pmc_hum_mattias
0xC304F0AE,1,0,0,model-root,0xC304F0AE
0xC31C75B3,1,0,1,destruction-piece,oilrig_bld_buildingc
0xC3256850,1,0,0,mesh-node,civ_veh_truck_impact
0xC3521F10,1,0,0,model-root,0xC3521F10
0xC356F278,1,0,1,destruction-piece,residential_bld_corner16x16e
0xC3799589,1,0,1,destruction-piece,0xB0D4E642
0xC382B87B,1,0,1,destruction-piece,0xFD0229C3
0xC385AF26,1,0,0,mesh-node,caracas_bld_skytrammain
0xC38E9EDD,1,0,0,mesh-node,maracaibo_park
0xC3942BEF,1,0,0,mesh-node,maracaibo_park
0xC39474FE,1,0,0,model-root,0x453D1A5D
0xC3955864,1,0,0,mesh-node,0xB0D4E642
0xC396C120,1,0,1,destruction-piece,island_bld_fortress01
0xC3A7B3A7,1,0,0,mesh-node,maracaibo_park
0xC3D4DA8B,1,0,1,destruction-piece,0x949187D0
0xC3E120A4,1,0,0,model-root,0x654C5747
0xC3FEF3BC,1,0,0,mesh-node,pmc_hum_chris_v2
0xC40A4410,1,0,1,destruction-piece,caracas_bld_capitol
0xC41486C1,1,0,0,mesh-node,civ_veh_truck_bank
0xC43399AA,1,0,0,mesh-node,city_bld_skyscraper03
0xC44699BD,1,0,0,mesh-node,0x1FBFBB4B
0xC45106D2,1,0,1,destruction-piece,outskirt_bld_mercbar
0xC46157B6,1,0,0,mesh-node,maracaibo_bld_corner32x32b
0xC4650EF6,1,0,1,destruction-piece,merida_bld_pmcautoshop
0xC46E0551,1,0,1,destruction-piece,0xCB4C6EAB
0xC47C7138,1,0,0,mesh-node,ch_veh_tank_ztz63a
0xC4A13848,1,0,1,destruction-piece,outpost_bld_govtbld
0xC4B4F62E,1,0,1,destruction-piece,city_bld_corner16x32a
0xC4BDFDC6,1,0,1,destruction-piece,island_bld_fortress01
0xC4C52DE2,1,0,0,model-root,0xC4C52DE2
0xC4C68DC9,1,0,0,mesh-node,al_veh_plane_ac130_spooky
0xC4E25B6F,1,0,0,mesh-node,civ_veh_car_w8_normal
0xC4EF41BA,1,0,0,mesh-node,caracas_bld_skytrammain
0xC4F90A09,1,0,1,destruction-piece,outpost_bld_vzwarehouselarge
0xC50278C4,1,0,0,mesh-node,al_veh_helicopter_ah1z
0xC509FF9C,1,0,0,mesh-node,oc_veh_helicopter_md500
0xC50C6459,1,0,0,mesh-node,proutpost_att_neona
0xC5276556,1,0,1,destruction-piece,maracaibo_bld_skyscraper02
0xC53BF009,1,0,1,destruction-piece,industrial_bld_silowide
0xC54735B8,1,0,0,mesh-node,civ_veh_truck_ambulance
0xC54A29AB,1,0,1,destruction-piece,residential_bld_corner16x16e
0xC5584C95,1,0,1,destruction-piece,aloutpost_bld_supplydepot
0xC55952F2,1,0,0,mesh-node,civ_veh_plane_727jet
0xC56AD84D,1,0,1,destruction-piece,pmcoutpost_bld_hqgarage
0xC576B6F6,1,0,1,destruction-piece,ch_veh_boat_destroyer
0xC57864B1,1,0,0,mesh-node,maracaibo_park
0xC5795DA5,1,0,0,mesh-node,al_veh_truck_hmmwv_armored
0xC581BA1D,1,0,1,destruction-piece,maracaibo_bld_skyscraper02
