model,node_idx,hash,parent,depth,wx,wy,wz,leaf,in_swit
0xD9588A21,46,0xB308786D,0x705C4508,7,0.0171,1.6669,0.0639,1,0
0xD9588A21,47,0x52CD1E0C,0x705C4508,7,-0.0171,1.6669,0.0639,1,0
0xD9588A21,48,0xA3A5094A,0x4C7733ED,5,0.0630,1.5243,-0.0592,0,0
0xD9588A21,49,0xB2C9CE63,0xA3A5094A,6,0.1583,1.4639,-0.0655,0,0
0xD9588A21,50,0xBEFC09A2,0xB2C9CE63,7,0.2920,1.2140,-0.0483,0,0
0xD9588A21,51,0x03719EEF,0xBEFC09A2,8,0.3762,1.0713,-0.0020,1,0
0xD9588A21,52,0xEB6F1B2D,0xBEFC09A2,8,0.4183,0.9999,0.0211,0,0
0xD9588A21,53,0xFA761573,0xEB6F1B2D,9,0.4389,0.9052,0.0368,1,0
0xD9588A21,54,0xA6221FBB,0xEB6F1B2D,9,0.4646,0.9087,0.0686,0,0
0xD9588A21,55,0x8C243564,0xA6221FBB,10,0.4767,0.8730,0.0823,0,0
0xD9588A21,56,0xA6269CE9,0x8C243564,11,0.4733,0.8500,0.0888,1,0
0xD9588A21,57,0x7F5D343E,0xEB6F1B2D,9,0.4704,0.9051,0.0464,0,0
0xD9588A21,58,0x2164EF09,0x7F5D343E,10,0.4844,0.8614,0.0506,0,0
0xD9588A21,59,0x07628784,0x2164EF09,11,0.4804,0.8387,0.0502,1,0
0xD9588A21,60,0x1CE73684,0xEB6F1B2D,9,0.4662,0.9099,0.0004,0,0
0xD9588A21,61,0xB6E4575B,0x1CE73684,10,0.4720,0.8805,-0.0134,0,0
0xD9588A21,62,0x94E1E33E,0xB6E4575B,11,0.4667,0.8647,-0.0195,1,0
0xD9588A21,63,0xCA0061A5,0xEB6F1B2D,9,0.4712,0.9048,0.0220,0,0
0xD9588A21,64,0x67F90B9A,0xCA0061A5,10,0.4746,0.8672,0.0157,0,0
0xD9588A21,65,0x49FB1AF7,0x67F90B9A,11,0.4713,0.8452,0.0117,1,0
0xD9588A21,66,0x0CC71F3F,0xEB6F1B2D,9,0.4261,0.9814,0.0470,0,0
0xD9588A21,67,0x02C94E18,0x0CC71F3F,10,0.4179,0.9622,0.0856,0,0
0xD9588A21,68,0x2CCBCECD,0x02C94E18,11,0.4123,0.9321,0.1152,1,0
0xD9588A21,69,0xBA8CA3A8,0x4C7733ED,5,-0.0630,1.5243,-0.0592,0,0
0xD9588A21,70,0x20F635D9,0xBA8CA3A8,6,-0.1583,1.4639,-0.0655,0,0
0xD9588A21,71,0x23F6F598,0x20F635D9,7,-0.2920,1.2140,-0.0483,0,0
0xD9588A21,72,0x328C1F25,0x23F6F598,8,-0.3762,1.0713,-0.0020,1,0
0xD9588A21,73,0xD34F7713,0x23F6F598,8,-0.4183,0.9999,0.0211,0,0
0xD9588A21,74,0xF450ED0D,0xD34F7713,9,-0.4384,0.9047,0.0369,1,0
0xD9588A21,75,0xE1BB4731,0xD34F7713,9,-0.4646,0.9087,0.0686,0,0
0xD9588A21,76,0x5FB3BEC6,0xE1BB4731,10,-0.4767,0.8730,0.0823,0,0
0xD9588A21,77,0x81B632E3,0x5FB3BEC6,11,-0.4733,0.8500,0.0888,1,0
0xD9588A21,78,0x8DEFBC44,0xD34F7713,9,-0.4704,0.9051,0.0464,0,0
0xD9588A21,79,0x27ECDD1B,0x8DEFBC44,10,-0.4844,0.8614,0.0506,0,0
0xD9588A21,80,0x05EA68FE,0x27ECDD1B,11,-0.4804,0.8387,0.0502,1,0
0xD9588A21,81,0x54C6C05E,0xD34F7713,9,-0.4662,0.9099,0.0004,0,0
0xD9588A21,82,0x76CDB1A9,0x54C6C05E,10,-0.4720,0.8805,-0.0134,0,0
0xD9588A21,83,0x5CCB4A24,0x76CDB1A9,11,-0.4667,0.8647,-0.0195,1,0
0xD9588A21,84,0x248E1087,0xD34F7713,9,-0.4712,0.9048,0.0220,0,0
0xD9588A21,85,0xFA900D00,0x248E1087,10,-0.4746,0.8672,0.0157,0,0
0xD9588A21,86,0x24928DB5,0xFA900D00,11,-0.4713,0.8452,0.0117,1,0
0xD9588A21,87,0x163F93BD,0xD34F7713,9,-0.4261,0.9814,0.0470,0,0
0xD9588A21,88,0x94380B52,0x163F93BD,10,-0.4179,0.9622,0.0856,0,0
0xD9588A21,89,0xB63A7F6F,0x94380B52,11,-0.4123,0.9321,0.1152,1,0
0xDA219845,0,0xDA219845,,0,0.0000,0.0000,0.0000,0,0
0xDA219845,1,0x8B36C275,0xDA219845,1,0.0000,0.0000,0.0000,0,0
0xDA219845,2,0x765CD254,0x8B36C275,2,0.0000,0.0000,0.0000,0,0
0xDA219845,3,0x75F1F74D,0x765CD254,3,0.0000,0.0000,0.0000,0,1
0xDA219845,4,0x255EAB53,0x765CD254,3,0.0000,0.0000,0.0000,0,1
0xDA219845,5,0xAF8D0BF2,0x255EAB53,4,-0.7973,0.3564,-1.3539,0,0
0xDA219845,6,0x38660D52,0xAF8D0BF2,5,-0.7973,0.3564,-1.3539,0,0
0xDA219845,7,0x2FC3EF6C,0x255EAB53,4,0.7973,0.3564,-1.3539,0,0
0xDA219845,8,0x389C274C,0x2FC3EF6C,5,0.7973,0.3564,-1.3539,0,0
0xDA219845,9,0x8C1E881E,0x255EAB53,4,-0.7906,0.3667,1.4008,0,0
0xDA219845,10,0x94F6BFFE,0x8C1E881E,5,-0.7906,0.3667,1.4008,0,0
0xDA219845,11,0xAC685C30,0x255EAB53,4,0.7906,0.3667,1.4008,0,0
0xDA219845,12,0x35415D90,0xAC685C30,5,0.7906,0.3667,1.4008,0,0
0xDA219845,13,0xFF7065C9,0x255EAB53,4,0.0000,0.0000,0.0000,0,0
0xDA219845,14,0x055B94CC,0xFF7065C9,5,0.0000,0.0000,0.0000,0,0
0xDA219845,15,0xBA8B7345,0x055B94CC,6,0.0000,0.0000,0.0000,0,1
0xDA219845,16,0x8ABF8F0D,0xBA8B7345,7,0.0000,1.4156,-1.2256,1,1
0xDA219845,17,0x80AE362E,0xBA8B7345,7,0.3808,1.0903,-1.7150,1,1
0xDA219845,18,0xE2B10F0B,0xBA8B7345,7,0.3370,0.8756,-2.1541,1,1
0xDA219845,19,0x08B38974,0xBA8B7345,7,-0.5422,1.0347,-1.9328,1,1
0xDA219845,20,0xE2B58C39,0xBA8B7345,7,-0.0992,0.9776,-2.2933,1,1
0xDA219845,21,0x715F5613,0x255EAB53,4,0.0000,0.0000,0.0000,0,0
0xDA219845,22,0x46F74FDD,0x715F5613,5,-0.9130,0.7024,0.8127,0,0
0xDA219845,23,0xCE44BCA8,0x46F74FDD,6,-0.9130,0.7024,0.8127,1,1
0xDA219845,24,0xD5F2F35E,0x46F74FDD,6,-0.9130,0.7024,0.8127,1,1
0xDA219845,25,0xDF23CBC3,0x715F5613,5,0.9130,0.7024,0.8127,0,0
0xDA219845,26,0x8542D8EA,0xDF23CBC3,6,0.9130,0.7024,0.8127,1,1
0xDA219845,27,0x048610B4,0xDF23CBC3,6,0.9130,0.7024,0.8127,1,1
0xDA219845,28,0x2CE53661,0x715F5613,5,0.0000,1.0070,1.1675,0,0
0xDA219845,29,0xFA23E154,0x2CE53661,6,0.0000,1.0070,1.1675,0,1
0xDA219845,30,0x2FD85212,0x2CE53661,6,0.0000,1.0070,1.1675,1,1
0xDA219845,31,0x592552BD,0x715F5613,5,0.0000,0.4514,-2.1966,0,0
0xDA219845,32,0x14D8F03E,0x592552BD,6,0.0000,0.4514,-2.1966,1,1
0xDA219845,33,0xD14291B9,0x715F5613,5,0.0000,0.4487,2.2410,0,0
0xDA219845,34,0x89EA902A,0xD14291B9,6,0.0000,0.4487,2.2410,1,1
0xDA219845,35,0xC88A3631,0x75F1F74D,4,-0.0589,0.3783,-1.2732,1,0
0xDA219845,36,0xD6EBE292,0x255EAB53,4,-0.4200,0.0000,0.0887,1,0
0xDA219845,37,0xD721FC8C,0x255EAB53,4,0.4200,0.0000,0.0887,1,0
0xDA219845,38,0x688C4858,0x255EAB53,4,-1.7000,0.0000,-0.5098,1,0
0xDA219845,39,0x8869E876,0x255EAB53,4,1.7000,0.0000,-0.5098,1,0
0xDA219845,40,0x549E13ED,0x38660D52,6,-0.7973,0.3564,-1.3539,1,0
0xDA219845,41,0xE7207114,0x38660D52,6,-0.7973,0.3564,-1.3539,1,0
0xDA219845,42,0x4A8CBB0E,0x389C274C,6,0.7973,0.3564,-1.3539,1,0
0xDA219845,43,0x41233D59,0x389C274C,6,0.7973,0.3564,-1.3539,1,0
0xDA219845,44,0x2C8ECA6B,0x94F6BFFE,6,-0.7906,0.3667,1.4008,1,0
0xDA219845,45,0xDF1BE74E,0x94F6BFFE,6,-0.7906,0.3667,1.4008,1,0
0xDA219845,46,0x4119F714,0x35415D90,6,0.7906,0.3667,1.4008,1,0
0xDA219845,47,0x529144D4,0x35415D90,6,0.7906,0.3667,1.4008,1,0
0xDA219845,48,0xDBF393BD,0x255EAB53,4,-0.5437,0.3783,-2.0074,1,0
0xDA219845,49,0x3AACC056,0x255EAB53,4,0.0000,0.0000,0.0000,0,0
0xDA219845,50,0x789B532F,0x3AACC056,5,0.0000,0.6630,2.1863,1,1
0xDA219845,51,0x827E6839,0x3AACC056,5,0.0000,0.0000,0.0000,0,1
0xDA219845,52,0x8BC21F85,0x827E6839,6,0.7111,0.7314,2.2131,1,1
0xDA219845,53,0xFE1F4EA3,0x827E6839,6,-0.7111,0.7314,2.2131,1,1
0xDA219845,54,0xC47D260C,0x255EAB53,4,0.0000,0.0000,0.0000,0,0
0xDA219845,55,0x040EA785,0xC47D260C,5,-0.5710,0.9335,1.4783,1,1
0xDA219845,56,0x84C023DB,0xC47D260C,5,0.0000,0.0000,0.0000,1,1
0xDA219845,57,0xC4470C12,0x255EAB53,4,0.0000,0.0000,0.0000,0,0
0xDA219845,58,0x8698CDDB,0xC4470C12,5,0.5684,0.9335,1.4783,1,1
0xDA219845,59,0x2C0EC9DD,0xC4470C12,5,0.0000,0.0000,0.0000,1,1
0xDA219845,60,0x5EC1A39B,0x055B94CC,6,0.0000,0.0000,0.0000,1,1
0xDA219845,61,0x130F3AFA,0xFF7065C9,5,0.0000,0.0000,0.0000,1,1
0xDA219845,62,0x5615C7EC,0xFF7065C9,5,0.0000,0.0000,0.0000,0,1
0xDA219845,63,0xD871B369,0x5615C7EC,6,0.6578,0.7660,-2.2576,1,1
0xDA219845,64,0xFA92EE23,0x5615C7EC,6,-0.6593,0.7666,-2.2575,1,1
0xDA219845,65,0x4119F5A8,0x5615C7EC,6,-0.5225,0.7660,-2.2641,1,1
0xDA219845,66,0x98B76A82,0x5615C7EC,6,0.5286,0.7660,-2.2642,1,1
0xDA219845,67,0xA40B15D4,0xFA23E154,7,-0.1997,0.8694,2.0495,1,0
0xDA219845,68,0xC3290D88,0x592552BD,6,0.0000,0.4514,-2.1966,1,1
0xDA219845,69,0x0CA1E5DC,0xD14291B9,6,0.0000,0.4487,2.2410,1,1
0xDE3270C0,0,0xDE3270C0,,0,0.0000,0.0000,0.0000,0,0
0xDE3270C0,1,0xCF37044A,0xDE3270C0,1,0.0000,0.0000,0.0000,1,0
0xDE3270C0,2,0x501D5FD7,0xDE3270C0,1,0.0000,0.0000,0.0000,0,0
0xDE3270C0,3,0x8C314A58,0x501D5FD7,2,0.0000,0.0000,0.0000,0,1
0xDE3270C0,4,0xE5C12D86,0x8C314A58,3,0.0502,12.2233,-6.8574,1,1
0xDE3270C0,5,0x07C3A1A3,0x8C314A58,3,0.0445,24.6814,3.8161,1,1
0xDE3270C0,6,0x85CFA0F0,0x8C314A58,3,4.2148,16.0607,5.2245,1,1
0xDE3270C0,7,0xEFD28665,0x8C314A58,3,-8.6097,20.9209,0.1339,1,1
0xDE3270C0,8,0x8DCB305A,0x8C314A58,3,4.2314,26.2097,-5.1697,1,1
0xDE3270C0,9,0x6FCD3FB7,0x8C314A58,3,0.0000,15.1338,-5.7259,1,1
0xDE3270C0,10,0x206376F6,0x501D5FD7,2,0.0000,0.0000,0.0000,1,1
0xDE3270C0,11,0x9C46923C,0x8C314A58,3,3.9031,2.2740,-0.5418,1,0
0xDE3270C0,12,0x764417D3,0x8C314A58,3,-6.1156,2.2740,-0.1597,1,0
0xDE3270C0,13,0x0D365D2B,0x8C314A58,3,-6.1156,2.2740,-0.1597,1,0
0xDE3270C0,14,0x73AB3434,0x8C314A58,3,1.2441,4.6788,-5.1796,1,0
0xDE3270C0,15,0x4DA8B9CB,0x8C314A58,3,-3.8556,1.8122,-6.2758,1,0
0xDE3270C0,16,0xEBA5E0EE,0x8C314A58,3,0.0224,3.9808,-5.4814,1,0
0xDE3270C0,17,0xE1164C84,0x8C314A58,3,1.1788,13.7300,-3.8287,1,0
0xDE3270C0,18,0xED228583,0x8C314A58,3,6.4629,3.6454,-1.2710,1,0
0xDF18175D,0,0xDF18175D,,0,0.0000,0.0000,0.0000,0,0
0xDF18175D,1,0xB5D7712F,0xDF18175D,1,0.0000,0.0000,0.0000,1,1
0xDF18175D,2,0x5E404CA9,0xDF18175D,1,0.0000,0.0000,0.0000,0,0
0xDF18175D,3,0x6237F34C,0x5E404CA9,2,0.0000,0.0000,0.0000,0,1
0xDF18175D,4,0x79FD3B48,0x6237F34C,3,0.0000,0.0000,0.0000,0,1
0xDF18175D,5,0x3A803BCB,0x79FD3B48,4,24.6136,26.1163,-8.6946,1,1
0xDF18175D,6,0xD87D62EE,0x79FD3B48,4,30.4425,28.1621,3.8868,1,1
0xDF18175D,7,0xE28EBBCD,0x79FD3B48,4,21.9411,29.0799,8.5599,1,1
0xDF18175D,8,0xB88C3B18,0x79FD3B48,4,16.9993,19.1125,-8.3408,1,1
0xDF18175D,9,0xC28A0C3F,0x79FD3B48,4,25.4993,21.0722,7.6124,1,1
0xDF18175D,10,0x60873362,0x79FD3B48,4,28.9993,24.6281,7.6064,1,1
0xDF18175D,11,0x443DE524,0xDF18175D,1,0.0000,0.0000,0.0000,0,0
0xDF18175D,12,0x56055623,0x443DE524,2,0.0000,0.0000,0.0000,0,1
0xDF18175D,13,0x671227EB,0x56055623,3,0.0000,0.0000,0.0000,0,1
0xDF18175D,14,0xEB6E0059,0x671227EB,4,-7.1931,26.1163,-8.6946,1,1
0xDF18175D,15,0x1184027A,0x671227EB,4,2.8067,28.0389,8.4863,1,1
0xDF18175D,16,0x7386DB57,0x671227EB,4,8.3840,26.6202,-8.0883,1,1
0xDF18175D,17,0x89893C90,0x671227EB,4,-10.7859,29.0799,8.5599,1,1
0xDF18175D,18,0x738B5885,0x671227EB,4,-5.0007,19.0875,-8.3497,1,1
0xDF18175D,19,0x6979FFA6,0x671227EB,4,1.4993,19.0654,-8.3446,1,1
0xDF18175D,20,0x8B7C73C3,0x671227EB,4,12.9993,21.0565,7.6128,1,1
0xDF18175D,21,0xF17F52EC,0x671227EB,4,-4.0007,21.0844,7.6490,1,1
0xDF18175D,22,0xEB818811,0x671227EB,4,-13.0007,24.5865,7.6280,1,1
0xDF18175D,23,0x5E3BCF7B,0xDF18175D,1,0.0000,0.0000,0.0000,0,0
0xDF18175D,24,0xFAD780B2,0x5E3BCF7B,2,0.0000,0.0000,0.0000,0,1
0xDF18175D,25,0x4FDCA56A,0xFAD780B2,3,0.0000,0.0000,0.0000,0,1
0xDF18175D,26,0xB63971A4,0x4FDCA56A,4,-30.3736,28.1621,3.8868,1,1
0xDF18175D,27,0x58412C6F,0x4FDCA56A,4,-25.6221,28.0389,8.4863,1,1
0xDF18175D,28,0x363EB852,0x4FDCA56A,4,-21.1293,27.1161,-8.0883,1,1
0xDF18175D,29,0xB84640BD,0x4FDCA56A,4,-21.0007,17.5652,7.6225,1,1
0xDF18175D,30,0x4E435B48,0x4FDCA56A,4,-29.0007,21.0799,7.6523,1,1
0xDF18175D,31,0xEBBF5043,0x6237F34C,3,23.5532,27.9999,-5.8782,1,0
0xDF18175D,32,0x167B985B,0x6237F34C,3,29.8971,7.5501,-2.5507,1,0
0xDF18175D,33,0x14886128,0x6237F34C,3,24.4977,10.0000,-7.7012,1,0
0xDF18175D,34,0x7C7E7784,0x6237F34C,3,25.0492,8.5499,6.9001,1,0
0xDF18175D,35,0x3BE86AC0,0x79FD3B48,4,29.9987,27.9999,-7.6652,1,0
0xDF18175D,36,0x65EAEB75,0x79FD3B48,4,29.9999,30.0000,8.0000,1,0
0xDF18175D,37,0x43E3FA2A,0x79FD3B48,4,13.5056,27.9999,-7.7005,1,0
0xDF18175D,38,0xD813B095,0x79FD3B48,4,14.3330,30.0000,8.0001,1,0
0xDF18175D,39,0x5382B35E,0x56055623,3,4.8032,30.0000,0.9378,1,0
0xDF18175D,40,0xF98890E5,0x671227EB,4,-16.6079,27.9997,-7.7000,1,0
0xDF18175D,41,0x8F85AB70,0x671227EB,4,13.5056,27.9999,-7.7005,1,0
0xDF18175D,42,0x79834A37,0x671227EB,4,14.3330,30.0000,8.0001,1,0
0xDF18175D,43,0xF7B86732,0x671227EB,4,-16.0149,29.9999,8.0001,1,0
0xDF18175D,44,0x18E82AF4,0x671227EB,4,0.0000,0.0000,0.0000,0,1
0xDF18175D,45,0x8464243F,0x18E82AF4,5,14.9459,17.5000,-7.7011,1,0
0xDF18175D,46,0x22614B62,0x18E82AF4,5,13.9995,18.0000,5.3003,1,0
0xDF18175D,47,0xA468D3CD,0x18E82AF4,5,13.5156,25.2735,-3.3465,1,0
0xDF18175D,48,0xDAA69FE4,0x18E82AF4,5,13.3628,25.5000,4.3477,1,0
0xDF18175D,49,0x9680DF09,0xFAD780B2,3,-21.4494,8.5499,6.9007,1,0
0xDF18175D,50,0x7C82F4B2,0xFAD780B2,3,-29.8969,8.5500,1.5505,1,0
0xDF18175D,51,0x9E8568CF,0xFAD780B2,3,-16.0006,10.0000,-7.7005,1,0
0xDF18175D,52,0x51C22F6C,0xFAD780B2,3,-20.9738,29.9997,5.9839,1,0
0xDF18175D,53,0xD926C95A,0x4FDCA56A,4,-16.0149,29.9999,8.0001,1,0
0xDF18175D,54,0xBB28D8B7,0x4FDCA56A,4,-16.6079,27.9997,-7.7000,1,0
0xDF18175D,55,0xD12B39F0,0x4FDCA56A,4,-29.5827,27.9999,-7.7000,1,0
0xDF18175D,56,0x05CFAD1F,0x4FDCA56A,4,-29.9983,30.0000,8.0008,1,0
0xDF18175D,57,0x43402C0A,0x4FDCA56A,4,0.0000,0.0000,0.0000,0,1
0xDF18175D,58,0x61C07AE1,0x43402C0A,5,-15.5279,23.1892,-7.1573,1,0
0xDF18175D,59,0xE7BD7C3C,0x43402C0A,5,-14.5703,23.6891,5.3009,1,0
0xDF18175D,60,0xC1BB01D3,0x43402C0A,5,-29.5002,22.4999,-7.7006,1,0
0xDF18175D,61,0xCD4A3516,0x43402C0A,5,-29.4988,22.4997,7.0007,1,0
0xDFDF5B5D,0,0xCBC1EB51,,0,0.0000,0.0000,0.0000,0,0
0xDFDF5B5D,1,0x62135037,0xCBC1EB51,1,0.0000,0.0000,0.0000,1,0
0xDFDF5B5D,2,0x31DB4F50,0xCBC1EB51,1,0.0000,0.0000,0.0000,1,0
0xDFDF5B5D,3,0xFAEFB386,0xCBC1EB51,1,0.0000,1.0648,-0.0250,0,0
0xDFDF5B5D,4,0x24C5009C,0xFAEFB386,2,0.0000,1.0648,-0.0250,0,0
0xDFDF5B5D,5,0x71BB7498,0x24C5009C,3,0.0000,1.0169,-0.2057,1,0
0xDFDF5B5D,6,0x1C2E8837,0x24C5009C,3,-0.1748,1.0904,-0.0250,1,0
0xDFDF5B5D,7,0x629B2990,0x24C5009C,3,0.1748,1.0904,-0.0250,1,0
0xDFDF5B5D,8,0x76853D12,0x24C5009C,3,0.0859,0.9622,0.0025,0,0
0xDFDF5B5D,9,0xA76C9842,0x76853D12,4,0.1699,0.4920,0.0147,0,0
0xDFDF5B5D,10,0x1226F58D,0xA76C9842,5,0.2171,0.1187,-0.0543,0,0
0xDFDF5B5D,11,0x901F6D22,0x1226F58D,6,0.2448,0.0242,0.0612,1,0
0xDFDF5B5D,12,0xC2299AC4,0x24C5009C,3,-0.0859,0.9622,0.0025,0,0
0xDFDF5B5D,13,0x0163705C,0xC2299AC4,4,-0.1700,0.4920,0.0147,0,0
0xDFDF5B5D,14,0x3120671B,0x0163705C,5,-0.2171,0.1187,-0.0543,0,0
0xDFDF5B5D,15,0x97234644,0x3120671B,6,-0.2448,0.0242,0.0612,1,0
0xDFDF5B5D,16,0x5CA49BD8,0xFAEFB386,2,0.0000,1.0648,-0.0250,0,0
0xDFDF5B5D,17,0x66A26CFF,0x5CA49BD8,3,-0.0000,1.1485,-0.0347,0,0
0xDFDF5B5D,18,0xFAADBFFF,0x66A26CFF,4,-0.0000,1.1725,-0.1306,1,0
0xDFDF5B5D,19,0x4C7733ED,0x66A26CFF,4,-0.0000,1.2325,-0.0295,0,0
0xDFDF5B5D,20,0x11815D82,0x4C7733ED,5,-0.0000,1.3975,-0.1727,1,0
0xDFDF5B5D,21,0x3846CB35,0x4C7733ED,5,-0.0844,1.3958,-0.1865,1,0
0xDFDF5B5D,22,0xDF2D0826,0x4C7733ED,5,0.0844,1.3958,-0.1865,1,0
0xDFDF5B5D,23,0xA6EFDD4F,0x4C7733ED,5,0.0000,1.2498,0.1388,1,0
0xDFDF5B5D,24,0xC187105B,0x4C7733ED,5,-0.0000,1.5470,-0.0528,0,0
0xDFDF5B5D,25,0x705C4508,0xC187105B,6,-0.0000,1.6585,-0.0362,0,0
0xDFDF5B5D,26,0xF6AFEB23,0x705C4508,7,0.0000,1.8802,-0.1206,1,0
0xDFDF5B5D,27,0x2FC9942F,0x705C4508,7,0.0217,1.6342,0.0594,1,0
0xDFDF5B5D,28,0x07607CCE,0x705C4508,7,-0.0218,1.6342,0.0594,1,0
0xDFDF5B5D,29,0x0A1CF9F9,0x705C4508,7,0.0118,1.6442,0.0755,1,0
0xDFDF5B5D,30,0xCF6D1860,0x705C4508,7,-0.0118,1.6442,0.0755,1,0
0xDFDF5B5D,31,0xB308786D,0x705C4508,7,0.0171,1.6652,0.0622,1,0
0xDFDF5B5D,32,0x52CD1E0C,0x705C4508,7,-0.0171,1.6652,0.0622,1,0
0xDFDF5B5D,33,0xD5864118,0x705C4508,7,0.0000,1.7605,0.0630,1,0
0xDFDF5B5D,34,0x30103344,0x705C4508,7,0.0464,1.6812,0.0497,1,0
0xDFDF5B5D,35,0x9AB50943,0x705C4508,7,-0.0464,1.6812,0.0497,1,0
0xDFDF5B5D,36,0xC65682D2,0x705C4508,7,0.0305,1.7080,0.0381,1,0
0xDFDF5B5D,37,0xB98D69C9,0x705C4508,7,-0.0305,1.7080,0.0381,1,0
0xDFDF5B5D,38,0xB061703D,0x705C4508,7,0.0000,1.7188,0.0674,1,0
0xDFDF5B5D,39,0x6DE365F5,0x705C4508,7,0.0399,1.7252,0.0580,1,0
0xDFDF5B5D,40,0xA16DF454,0x705C4508,7,-0.0399,1.7252,0.0580,1,0
0xDFDF5B5D,41,0x88D26F3C,0x705C4508,7,0.0305,1.7135,0.0568,1,0
0xDFDF5B5D,42,0xA86FE57B,0x705C4508,7,-0.0305,1.7135,0.0569,1,0
0xDFDF5B5D,43,0xB2BB48FC,0x705C4508,7,-0.0001,1.6585,-0.0152,0,0
0xDFDF5B5D,44,0x3E776EB4,0xB2BB48FC,8,-0.0000,1.6309,0.0413,1,0
0xDFDF5B5D,45,0x572ADCB8,0xB2BB48FC,8,-0.0092,1.6321,0.0710,1,0
0xDFDF5B5D,46,0xC98F0F51,0xB2BB48FC,8,0.0091,1.6321,0.0710,1,0
0xDFDF5B5D,47,0x409403C6,0xB2BB48FC,8,-0.0240,1.5721,0.0661,0,0
0xDFDF5B5D,48,0xFBFA3B2C,0x409403C6,9,-0.0240,1.5513,0.0680,0,0
0xDFDF5B5D,49,0xA3EEDAF2,0xFBFA3B2C,10,-0.0217,1.5289,0.0658,1,0
0xDFDF5B5D,50,0x0D29320C,0xB2BB48FC,8,0.0240,1.5721,0.0661,0,0
0xDFDF5B5D,51,0x1E4780FA,0x0D29320C,9,0.0254,1.5518,0.0661,0,0
0xDFDF5B5D,52,0xFE747044,0x1E4780FA,10,0.0254,1.5283,0.0661,1,0
0xDFDF5B5D,53,0xEB221048,0x705C4508,7,0.0002,1.8761,-0.0269,1,0
0xDFDF5B5D,54,0x00A8F086,0x705C4508,7,-0.0122,1.7459,-0.1541,1,0
0xDFDF5B5D,55,0xA3A5094A,0x4C7733ED,5,0.0630,1.5243,-0.0592,0,0
0xDFDF5B5D,56,0x87E8C062,0xA3A5094A,6,0.1293,1.5600,-0.0661,1,0
0xDFDF5B5D,57,0xB2C9CE63,0xA3A5094A,6,0.1754,1.4530,-0.0666,0,0
0xDFDF5B5D,58,0xBEFC09A2,0xB2C9CE63,7,0.3091,1.2032,-0.0494,0,0
0xDFDF5B5D,59,0x03719EEF,0xBEFC09A2,8,0.3933,1.0604,-0.0032,1,0
0xDFDF5B5D,60,0xEB6F1B2D,0xBEFC09A2,8,0.4353,0.9890,0.0200,0,0
0xDFDF5B5D,61,0xFA761573,0xEB6F1B2D,9,0.4560,0.8943,0.0356,1,0
0xDFDF5B5D,62,0xA6221FBB,0xEB6F1B2D,9,0.4817,0.8978,0.0675,0,0
0xDFDF5B5D,63,0x8C243564,0xA6221FBB,10,0.4938,0.8622,0.0811,0,0
0xDFDF5B5D,64,0xA6269CE9,0x8C243564,11,0.4904,0.8391,0.0877,1,0
0xDFDF5B5D,65,0x7F5D343E,0xEB6F1B2D,9,0.4875,0.8942,0.0452,0,0
0xDFDF5B5D,66,0x2164EF09,0x7F5D343E,10,0.5014,0.8505,0.0495,0,0
0xDFDF5B5D,67,0x07628784,0x2164EF09,11,0.4975,0.8278,0.0490,1,0
0xDFDF5B5D,68,0x1CE73684,0xEB6F1B2D,9,0.4833,0.8990,-0.0008,0,0
0xDFDF5B5D,69,0xB6E4575B,0x1CE73684,10,0.4891,0.8696,-0.0145,0,0
0xDFDF5B5D,70,0x94E1E33E,0xB6E4575B,11,0.4838,0.8538,-0.0206,1,0
0xDFDF5B5D,71,0xCA0061A5,0xEB6F1B2D,9,0.4883,0.8940,0.0209,0,0
0xDFDF5B5D,72,0x67F90B9A,0xCA0061A5,10,0.4917,0.8563,0.0145,0,0
0xDFDF5B5D,73,0x49FB1AF7,0x67F90B9A,11,0.4884,0.8343,0.0106,1,0
0xDFDF5B5D,74,0x0CC71F3F,0xEB6F1B2D,9,0.4432,0.9706,0.0458,0,0
0xDFDF5B5D,75,0x02C94E18,0x0CC71F3F,10,0.4350,0.9513,0.0845,0,0
0xDFDF5B5D,76,0x2CCBCECD,0x02C94E18,11,0.4294,0.9212,0.1141,1,0
0xDFDF5B5D,77,0xBA8CA3A8,0x4C7733ED,5,-0.0630,1.5243,-0.0592,0,0
0xDFDF5B5D,78,0x7D2C9CA4,0xBA8CA3A8,6,-0.1296,1.5608,-0.0666,1,0
0xDFDF5B5D,79,0x20F635D9,0xBA8CA3A8,6,-0.1754,1.4530,-0.0666,0,0
0xDFDF5B5D,80,0x23F6F598,0x20F635D9,7,-0.3091,1.2032,-0.0494,0,0
0xDFDF5B5D,81,0x328C1F25,0x23F6F598,8,-0.3933,1.0604,-0.0032,1,0
0xDFDF5B5D,82,0xD34F7713,0x23F6F598,8,-0.4353,0.9890,0.0200,0,0
0xDFDF5B5D,83,0xF450ED0D,0xD34F7713,9,-0.4555,0.8939,0.0357,1,0
0xDFDF5B5D,84,0xE1BB4731,0xD34F7713,9,-0.4817,0.8978,0.0675,0,0
0xDFDF5B5D,85,0x5FB3BEC6,0xE1BB4731,10,-0.4938,0.8622,0.0811,0,0
0xDFDF5B5D,86,0x81B632E3,0x5FB3BEC6,11,-0.4904,0.8391,0.0877,1,0
